net_worth,full_name,age,gender,country_of_citizenship,country_of_residence,city_of_residence,industries,self_made,cpi_country,cpi_change_country,gdp_country,life_expectancy_country
8.5,Li Zhenguo & family,55,Male,China,China,Xi'an,Manufacturing,TRUE,125.08,2.9,19.91,77
8.4,Jim Kennedy,75,Male,United States,United States,Atlanta,Media & Entertainment,FALSE,117.24,7.5,21.4277,78.5
8.4,Nicky Oppenheimer & family,77,Male,South Africa,South Africa,Johannesburg,Metals & Mining,FALSE,158.93,4.1,0.351431649,63.9
8.4,Blair Parry-Okeden,72,Female,United States,Australia,New South Wales,Media & Entertainment,FALSE,119.8,1.6,1.392680589,82.7
8.4,Zheng Shuliang & family,77,Female,China,China,Binzhou,Metals & Mining,FALSE,125.08,2.9,19.91,77
8.3,John Morris,75,Male,United States,United States,Springfield,Fashion & Retail,TRUE,117.24,7.5,21.4277,78.5
8.3,Stefano Pessina,81,Male,Monaco,Monaco,Monte Carlo,Fashion & Retail,FALSE,NA,NA,0.007184844,NA
8.3,Francine von Finck & family,NA,Female,Germany,Switzerland,Thurgau,Finance & Investments,FALSE,99.55,0.4,0.703082435,83.6
8.2,Francis Choi,75,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,TRUE,NA,NA,NA,NA
8.2,German Khan,61,Male,Russia,Russia,Moscow,Energy,TRUE,180.75,4.5,1.699876579,72.7
8.2,Abdulsamad Rabiu,62,Male,Nigeria,Nigeria,Lagos,Diversified,FALSE,267.51,11.4,0.448120429,54.3
8.2,George Roberts,79,Male,United States,United States,Atherton,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
8.2,Kushal Pal Singh,91,Male,India,India,Delhi,Real Estate,FALSE,180.44,7.7,2.611,69.4
8.2,Wang Jianlin,68,Male,China,China,Beijing,Real Estate,TRUE,125.08,2.9,19.91,77
8.2,Yang Huiyan & family,41,Female,China,China,Foshan,Real Estate,FALSE,125.08,2.9,19.91,77
8.1,Laurent Dassault,69,Male,France,France,Paris,Diversified,FALSE,110.05,1.1,2.715518274,82.5
8.1,Thierry Dassault,66,Male,France,France,Paris,Diversified,FALSE,110.05,1.1,2.715518274,82.5
8.1,Tilman Fertitta,65,Male,United States,United States,Houston,Food & Beverage,TRUE,117.24,7.5,21.4277,78.5
8.1,Marie-Hélène Habert-Dassault,58,Female,France,France,Paris,Diversified,FALSE,110.05,1.1,2.715518274,82.5
8.1,Karel Komarek,54,Male,Czech Republic,Switzerland,Verbier,Gambling & Casinos,TRUE,99.55,0.4,0.703082435,83.6
8,Nathan Blecharczyk,39,Male,United States,United States,San Francisco,Technology,TRUE,117.24,7.5,21.4277,78.5
8,Leonid Fedun,66,Male,Russia,Russia,Moscow,Energy,TRUE,180.75,4.5,1.699876579,72.7
8,Bernard Marcus,93,Male,United States,United States,Atlanta,Fashion & Retail,TRUE,117.24,7.5,21.4277,78.5
8,Patrick Ryan,85,Male,United States,United States,Winnetka,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
8,Robert F. Smith,60,Male,United States,United States,Austin,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
8,Pavel Tykac,58,Male,Czech Republic,Czech Republic,Prague,Metals & Mining,TRUE,116.48,2.8,0.246489245,79
8,Eric Wittouck,76,Male,Belgium,Monaco,NA,Finance & Investments,FALSE,NA,NA,0.007184844,NA
7.9,Orlando Bravo,52,Male,United States,United States,Miami Beach,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
7.9,Ding Shizhong,52,Male,China,China,Quanzhou,Fashion & Retail,TRUE,125.08,2.9,19.91,77
7.9,Nancy Walton Laurie,71,Female,United States,United States,Henderson,Fashion & Retail,FALSE,117.24,7.5,21.4277,78.5
7.9,Jay Y. Lee,54,Male,South Korea,South Korea,Seoul,Technology,FALSE,115.16,0.4,2.029,82.6
7.9,Ramzi Musallam,54,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
7.9,David Shaw,72,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
7.9,Andrei Skoch & family,57,Male,Russia,Russia,Moscow,Metals & Mining,TRUE,180.75,4.5,1.699876579,72.7
7.9,Georg Stumpf,50,Male,Austria,Austria,Vienna,Diversified,TRUE,118.06,1.5,0.44631474,81.6
7.8,Rocco Commisso,73,Male,United States,United States,Saddle River,Telecom,TRUE,117.24,7.5,21.4277,78.5
7.8,Li Shuirong & family,66,Male,China,China,Hangzhou,Manufacturing,TRUE,125.08,2.9,19.91,77
7.8,Lin Shu-hong,94,Male,Taiwan,Taiwan,Taipei,Manufacturing,TRUE,NA,NA,NA,NA
7.8,Qi Shi & family,53,Male,China,China,Shanghai,Technology,TRUE,125.08,2.9,19.91,77
7.8,Yao Liangsong,58,Male,China,China,Guangzhou,Manufacturing,TRUE,125.08,2.9,19.91,77
7.8,Zhang Congyuan,75,Male,Taiwan,Taiwan,Taoyuan,Fashion & Retail,TRUE,NA,NA,NA,NA
7.7,Jean-Michel Besnier,55,Male,France,France,Laval,Food & Beverage,FALSE,110.05,1.1,2.715518274,82.5
7.7,Marie Besnier Beauvalot,42,Female,France,France,Laval,Food & Beverage,FALSE,110.05,1.1,2.715518274,82.5
7.7,David Geffen,80,Male,United States,United States,Beverly Hills,Media & Entertainment,TRUE,117.24,7.5,21.4277,78.5
7.7,Robin Li,54,Male,China,China,Beijing,Technology,TRUE,125.08,2.9,19.91,77
7.7,Liu Yonghao & family,71,Male,China,China,Chengdu,Service,TRUE,125.08,2.9,19.91,77
7.7,Henry Samueli,68,Male,United States,United States,Newport Beach,Technology,TRUE,117.24,7.5,21.4277,78.5
7.7,Reinhold Schmieding,68,Male,United States,United States,Naples,Healthcare,TRUE,117.24,7.5,21.4277,78.5
7.7,Ivar Tollefsen,61,Male,Norway,Norway,Oslo,Real Estate,TRUE,120.27,2.2,0.403336364,82.8
7.6,Cao Renxian,54,Male,China,China,Hefei,Energy,TRUE,125.08,2.9,19.91,77
7.6,Hasmukh Chudgar & family,89,Male,India,India,Ahmedabad,Healthcare,TRUE,180.44,7.7,2.611,69.4
7.6,Andrew Currie,67,Male,United Kingdom,United Kingdom,London,Manufacturing,TRUE,119.62,1.7,2.827113185,81.3
7.6,Joe Gebbia,41,Male,United States,United States,Austin,Technology,TRUE,117.24,7.5,21.4277,78.5
7.6,Philip Ng,64,Male,Singapore,Singapore,Singapore,Real Estate,FALSE,114.41,0.6,0.372062527,83.1
7.6,John Reece,66,Male,United Kingdom,United Kingdom,London,Manufacturing,TRUE,119.62,1.7,2.827113185,81.3
7.6,Leonard Stern,85,Male,United States,United States,New York,Real Estate,FALSE,117.24,7.5,21.4277,78.5
7.6,Joseph Tsai,59,Male,Canada,Hong Kong,Hong Kong,Technology,TRUE,NA,NA,NA,NA
7.6,Zhong Huijuan,62,Female,China,China,Shanghai,Healthcare,TRUE,125.08,2.9,19.91,77
7.5,Arthur Blank,80,Male,United States,United States,Atlanta,Sports,TRUE,117.24,7.5,21.4277,78.5
7.5,Charles Butt,85,Male,United States,United States,San Antonio,Fashion & Retail,FALSE,117.24,7.5,21.4277,78.5
7.5,Ding Shijia,59,Male,China,China,Quanzhou,Fashion & Retail,TRUE,125.08,2.9,19.91,77
7.5,"Paul Tudor Jones, II.",68,Male,United States,United States,Palm Beach,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
7.5,Henry Kravis,79,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
7.5,Zhang Yong,52,Male,Singapore,Singapore,Singapore,Food & Beverage,TRUE,114.41,0.6,0.372062527,83.1
7.4,James Goodnight,80,Male,United States,United States,Cary,Technology,TRUE,117.24,7.5,21.4277,78.5
7.4,Sri Prakash Lohia,70,Male,Indonesia,United Kingdom,London,Manufacturing,FALSE,119.62,1.7,2.827113185,81.3
7.4,Ma Jianrong,59,Male,China,China,Ningbo,Fashion & Retail,TRUE,125.08,2.9,19.91,77
7.4,Robert Ng,71,Male,Singapore,Singapore,Singapore,Real Estate,FALSE,114.41,0.6,0.372062527,83.1
7.4,Steven Rales,72,Male,United States,United States,Santa Barbara,Manufacturing,TRUE,117.24,7.5,21.4277,78.5
7.4,Nassef Sawiris,62,Male,Egypt,Egypt,Cairo,Construction & Engineering,FALSE,288.57,9.2,0.303175128,71.8
7.4,Harry Stine,81,Male,United States,United States,Adel,Food & Beverage,TRUE,117.24,7.5,21.4277,78.5
7.3,Benu Gopal Bangur,91,Male,India,India,Kolkata,Manufacturing,FALSE,180.44,7.7,2.611,69.4
7.3,Iskander Makhmudov,59,Male,Russia,Russia,Moscow,Metals & Mining,TRUE,180.75,4.5,1.699876579,72.7
7.3,Anders Holch Povlsen,50,Male,Denmark,Denmark,Aarhus,Fashion & Retail,FALSE,110.35,0.8,0.348078018,81
7.3,Enrique Razon Jr.,63,Male,Philippines,Philippines,Manila,Logistics,FALSE,129.61,2.5,0.376795509,71.1
7.3,Wang Laichun,55,Female,Hong Kong,China,Shenzhen,Technology,TRUE,125.08,2.9,19.91,77
7.2,Arthur Dantchik,65,Male,United States,United States,Gladwyne,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
7.2,Terry Gou,72,Male,Taiwan,Taiwan,Taipei,Technology,TRUE,NA,NA,NA,NA
7.2,Jeff Greene,68,Male,United States,United States,Palm Beach,Real Estate,TRUE,117.24,7.5,21.4277,78.5
7.2,Don Hankey,79,Male,United States,United States,Malibu,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
7.2,Richard Kinder,78,Male,United States,United States,Houston,Energy,TRUE,117.24,7.5,21.4277,78.5
7.2,Guillaume Pousaz,41,Male,Switzerland,United Arab Emirates,Dubai,Finance & Investments,TRUE,114.52,-1.9,0.421142268,77.8
7.2,Takahisa Takahara,61,Male,Japan,Japan,Tokyo,Fashion & Retail,FALSE,105.48,0.5,5.081769542,84.2
7.2,Zong Qinghou,77,Male,China,China,Hangzhou,Food & Beverage,TRUE,125.08,2.9,19.91,77
7.1,Judy Faulkner,79,Female,United States,United States,Madison,Technology,TRUE,117.24,7.5,21.4277,78.5
7.1,Johann Graf,76,Male,Austria,Austria,Vienna,Gambling & Casinos,TRUE,118.06,1.5,0.44631474,81.6
7.1,Tamara Gustavson,61,Female,United States,United States,Lexington,Service,FALSE,117.24,7.5,21.4277,78.5
7.1,Liang Wengen,66,Male,China,China,Changsha,Manufacturing,TRUE,125.08,2.9,19.91,77
7.1,Frederik Paulsen,72,Male,Sweden,Switzerland,Lausanne,Healthcare,FALSE,99.55,0.4,0.703082435,83.6
7.1,Wee Cho Yaw,94,Male,Singapore,Singapore,Singapore,Finance & Investments,FALSE,114.41,0.6,0.372062527,83.1
7.1,Zhang Hejun,71,Male,China,China,Ningbo,Manufacturing,TRUE,125.08,2.9,19.91,77
7,Marc Benioff,58,Male,United States,United States,San Francisco,Technology,TRUE,117.24,7.5,21.4277,78.5
7,Dmitri Bukhman,37,Male,Israel,United Kingdom,London,Media & Entertainment,TRUE,119.62,1.7,2.827113185,81.3
7,Igor Bukhman,41,Male,Israel,United Kingdom,London,Media & Entertainment,TRUE,119.62,1.7,2.827113185,81.3
7,Jack Dangermond,77,Male,United States,United States,Redlands,Technology,TRUE,117.24,7.5,21.4277,78.5
7,Ashwin Dani & family,80,Male,India,India,Mumbai,Manufacturing,FALSE,180.44,7.7,2.611,69.4
7,Ralph Lauren,83,Male,United States,United States,New York,Fashion & Retail,TRUE,117.24,7.5,21.4277,78.5
7,Law Kar Po,74,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,FALSE,NA,NA,NA,NA
7,Rohiqa Cyrus Mistry,55,Female,India,India,Mumbai,Diversified,FALSE,180.44,7.7,2.611,69.4
7,Shapoor Mistry,58,Male,Ireland,India,Mumbai,Diversified,FALSE,180.44,7.7,2.611,69.4
7,J. Christopher Reyes,69,Male,United States,United States,Hobe Sound,Food & Beverage,TRUE,117.24,7.5,21.4277,78.5
7,Jude Reyes,67,Male,United States,United States,Palm Beach,Food & Beverage,TRUE,117.24,7.5,21.4277,78.5
7,Don Vultaggio & family,71,Male,United States,United States,Port Washington,Food & Beverage,TRUE,117.24,7.5,21.4277,78.5
6.9,Alejandro Bailleres Gual & family,62,Male,Mexico,Mexico,NA,Diversified,FALSE,141.54,3.6,1.258286717,75
6.9,Edythe Broad & family,87,Female,United States,United States,Los Angeles,Diversified,FALSE,117.24,7.5,21.4277,78.5
6.9,Pauline MacMillan Keinath,89,Female,United States,United States,St. Louis,Food & Beverage,FALSE,117.24,7.5,21.4277,78.5
6.9,Philippe Laffont,55,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
6.9,Liu Jincheng & family,58,Male,China,China,Huizhou,Technology,TRUE,125.08,2.9,19.91,77
6.9,Igor Olenicoff,80,Male,United States,United States,Lighthouse Point,Real Estate,TRUE,117.24,7.5,21.4277,78.5
6.9,Sandra Ortega Mera,54,Female,Spain,Spain,La Coruna,Fashion & Retail,FALSE,110.96,0.7,1.394116311,83.3
6.9,Ronda Stryker,68,Female,United States,United States,Portage,Healthcare,FALSE,117.24,7.5,21.4277,78.5
6.8,Dannine Avara,59,Female,United States,United States,Houston,Energy,FALSE,117.24,7.5,21.4277,78.5
6.8,Silvio Berlusconi & family,86,Male,Italy,Italy,Milan,Diversified,TRUE,110.62,0.6,2.001244392,82.9
6.8,Denise Coates,55,Female,United Kingdom,United Kingdom,Stoke-on-Trent,Gambling & Casinos,TRUE,119.62,1.7,2.827113185,81.3
6.8,Scott Duncan,40,Male,United States,United States,Houston,Energy,FALSE,117.24,7.5,21.4277,78.5
6.8,Milane Frantz,53,Female,United States,United States,Houston,Energy,FALSE,117.24,7.5,21.4277,78.5
6.8,"Edward Johnson, IV.",58,Male,United States,United States,Boston,Finance & Investments,FALSE,117.24,7.5,21.4277,78.5
6.8,Yuri Milner,61,Male,Israel,United States,Los Altos,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
6.8,Gordon Moore,94,Male,United States,United States,Woodside,Technology,TRUE,117.24,7.5,21.4277,78.5
6.8,John Overdeck,53,Male,United States,United States,Millburn,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
6.8,David Siegel,61,Male,United States,United States,Scarsdale,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
6.8,Viktor Vekselberg,65,Male,Russia,Russia,Moscow,Diversified,TRUE,180.75,4.5,1.699876579,72.7
6.8,Wang Laisheng,58,Male,Hong Kong,China,Shenzhen,Technology,TRUE,125.08,2.9,19.91,77
6.8,Randa Duncan Williams,61,Female,United States,United States,Houston,Energy,FALSE,117.24,7.5,21.4277,78.5
6.7,Ken Fisher,72,Male,United States,United States,Dallas,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
6.7,Christopher Hohn,56,Male,United Kingdom,United Kingdom,London,Finance & Investments,TRUE,119.62,1.7,2.827113185,81.3
6.7,Kjeld Kirk Kristiansen,75,Male,Denmark,Denmark,Billund,Manufacturing,FALSE,110.35,0.8,0.348078018,81
6.7,Sofie Kirk Kristiansen,47,Female,Denmark,Denmark,Billund,Manufacturing,FALSE,110.35,0.8,0.348078018,81
6.7,Thomas Kirk Kristiansen,44,Male,Denmark,Denmark,Billund,Manufacturing,FALSE,110.35,0.8,0.348078018,81
6.7,Massimiliana Landini Aleotti & family,80,Female,Italy,Italy,Fiesole,Healthcare,FALSE,110.62,0.6,2.001244392,82.9
6.7,Li Ping,55,Male,Hong Kong,China,Ningde,Automotive,TRUE,125.08,2.9,19.91,77
6.7,Lin Jianhua,60,Male,China,China,Hangzhou,Manufacturing,TRUE,125.08,2.9,19.91,77
6.7,Magdalena Martullo-Blocher,54,Female,Switzerland,Switzerland,Feldmeilen,Manufacturing,FALSE,99.55,0.4,0.703082435,83.6
6.7,Xavier Niel,55,Male,France,France,Paris,Telecom,TRUE,110.05,1.1,2.715518274,82.5
6.7,Terrence Pegula,72,Male,United States,United States,Boca Raton,Energy,TRUE,117.24,7.5,21.4277,78.5
6.7,"Edward Roski, Jr.",84,Male,United States,United States,Los Angeles,Real Estate,FALSE,117.24,7.5,21.4277,78.5
6.7,John A. Sobrato & family,83,Male,United States,United States,Atherton,Real Estate,TRUE,117.24,7.5,21.4277,78.5
6.7,George Soros,92,Male,United States,United States,Katonah,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
6.7,David Sun,71,Male,United States,United States,Irvine,Technology,TRUE,117.24,7.5,21.4277,78.5
6.7,Agnete Kirk Thinggaard,39,Female,Denmark,Denmark,Billund,Manufacturing,FALSE,110.35,0.8,0.348078018,81
6.7,John Tu,81,Male,United States,United States,Rolling Hills,Technology,TRUE,117.24,7.5,21.4277,78.5
6.7,Xu Shihui,65,Male,China,China,Quanzhou,Food & Beverage,TRUE,125.08,2.9,19.91,77
6.6,Rahel Blocher,47,Female,Switzerland,Switzerland,Wilen bei Wollerau,Manufacturing,FALSE,99.55,0.4,0.703082435,83.6
6.6,Bubba Cathy,68,Male,United States,United States,Atlanta,Food & Beverage,FALSE,117.24,7.5,21.4277,78.5
6.6,Dan Cathy,70,Male,United States,United States,Atlanta,Food & Beverage,FALSE,117.24,7.5,21.4277,78.5
6.6,Trudy Cathy White,67,Female,United States,United States,Hampton,Food & Beverage,FALSE,117.24,7.5,21.4277,78.5
6.6,Bruce Kovner,78,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
6.6,"Henry Nicholas, III.",63,Male,United States,United States,Newport Coast,Technology,TRUE,117.24,7.5,21.4277,78.5
6.6,Nadia Thiele,47,Female,Germany,Germany,Munich,Finance & Investments,FALSE,112.85,1.4,3.845630031,80.9
6.5,David Bonderman,80,Male,United States,United States,Fort Worth,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
6.5,Melinda French Gates,58,Female,United States,United States,Medina,Technology,FALSE,117.24,7.5,21.4277,78.5
6.5,Nathan Kirsh,91,Male,Eswatini (Swaziland),Eswatini (Swaziland),Ezulwini,Fashion & Retail,TRUE,NA,NA,NA,NA
6.5,Annette Lerner & family,93,Female,United States,United States,Chevy Chase,Real Estate,FALSE,117.24,7.5,21.4277,78.5
6.5,David Reuben,84,Male,United Kingdom,United Kingdom,London,Real Estate,TRUE,119.62,1.7,2.827113185,81.3
6.5,Simon Reuben,81,Male,United Kingdom,Monaco,Monaco,Diversified,TRUE,NA,NA,0.007184844,NA
6.5,Radovan Vitek,51,Male,Czech Republic,Switzerland,Crans Montana,Real Estate,TRUE,99.55,0.4,0.703082435,83.6
6.4,Carl Bennet,71,Male,Sweden,Sweden,Gothenberg,Finance & Investments,TRUE,110.51,1.8,0.530832909,82.5
6.4,Stephen Bisciotti,62,Male,United States,United States,Hobe Sound,Sports,TRUE,117.24,7.5,21.4277,78.5
6.4,Stanley Druckenmiller,69,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
6.4,Jian Jun,59,Female,China,China,Beijing,Healthcare,TRUE,125.08,2.9,19.91,77
6.4,Alexei Kuzmichev,60,Male,Russia,France,Paris,Energy,TRUE,110.05,1.1,2.715518274,82.5
6.4,Dmitry Rybolovlev & family,56,Male,Russia,Monaco,Monaco,Manufacturing,TRUE,NA,NA,0.007184844,NA
6.4,Luis Carlos Sarmiento,90,Male,Colombia,Colombia,Bogota,Finance & Investments,TRUE,140.95,3.5,0.323802808,77.1
6.4,Dennis Washington,88,Male,United States,United States,Missoula,Logistics,TRUE,117.24,7.5,21.4277,78.5
6.3,Anthony Bamford & family,77,Male,United Kingdom,United Kingdom,Gloucestershire,Construction & Engineering,FALSE,119.62,1.7,2.827113185,81.3
6.3,Gao Jifan & family,58,Male,China,China,Changzhou,Energy,TRUE,125.08,2.9,19.91,77
6.3,John Grayken,66,Male,Ireland,United Kingdom,London,Finance & Investments,TRUE,119.62,1.7,2.827113185,81.3
6.3,Alain Merieux & family,85,Male,France,France,Lyon,Healthcare,FALSE,110.05,1.1,2.715518274,82.5
6.3,Wang Yusuo & family,59,Male,China,China,Langfang,Energy,TRUE,125.08,2.9,19.91,77
6.3,Stef Wertheimer & family,96,Male,Israel,Israel,Tel Aviv,Manufacturing,TRUE,108.15,0.8,0.395098666,82.8
6.2,Maria Asuncion Aramburuzabala & family,59,Female,Mexico,Mexico,Mexico City,Food & Beverage,FALSE,141.54,3.6,1.258286717,75
6.2,Gustaf Douglas,85,Male,Sweden,Sweden,Stockholm,Diversified,TRUE,110.51,1.8,0.530832909,82.5
6.2,Frits Goldschmeding,89,Male,Netherlands,Netherlands,Amsterdam,Service,TRUE,115.91,2.6,0.909070395,81.8
6.2,Lin Muqin & family,59,Male,China,China,Shenzhen,Food & Beverage,TRUE,125.08,2.9,19.91,77
6.2,Ruan Liping,59,Male,Hong Kong,China,Ningbo,Manufacturing,TRUE,125.08,2.9,19.91,77
6.2,Ruan Xueping,51,Male,Hong Kong,China,Ningbo,Manufacturing,TRUE,125.08,2.9,19.91,77
6.2,Michal Solowow,60,Male,Poland,Poland,Kielce,Finance & Investments,TRUE,114.11,2.2,0.592164401,77.6
6.1,Mike Adenuga,69,Male,Nigeria,Nigeria,Lagos,Diversified,TRUE,267.51,11.4,0.448120429,54.3
6.1,Tom Gores,58,Male,United States,United States,Beverly Hills,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
6.1,Michael Herz,79,Male,Germany,Germany,Hamburg,Fashion & Retail,FALSE,112.85,1.4,3.845630031,80.9
6.1,Wolfgang Herz,72,Male,Germany,Germany,Hamburg,Fashion & Retail,FALSE,112.85,1.4,3.845630031,80.9
6.1,Michael Kadoorie,81,Male,Hong Kong,Hong Kong,Hong Kong,Energy,FALSE,NA,NA,NA,NA
6.1,Sunil Mittal,65,Male,India,NA,NA,Telecom,TRUE,NA,NA,NA,NA
6.1,Zhou Qunfei,53,Female,Hong Kong,Hong Kong,Hong Kong,Technology,TRUE,NA,NA,NA,NA
6,Alexander Abramov,64,Male,Russia,Russia,Moscow,Metals & Mining,TRUE,180.75,4.5,1.699876579,72.7
6,Rene Benko,46,Male,Austria,Austria,NA,Real Estate,TRUE,118.06,1.5,0.44631474,81.6
6,Neil Bluhm,85,Male,United States,United States,Chicago,Real Estate,TRUE,117.24,7.5,21.4277,78.5
6,Alain Bouchard,74,Male,Canada,Canada,Montreal,Fashion & Retail,TRUE,116.76,1.9,1.73642563,81.9
6,Jay Chaudhry,63,Male,United States,United States,Reno,Technology,TRUE,117.24,7.5,21.4277,78.5
6,Gopikishan Damani,65,Male,India,India,Mumbai,Fashion & Retail,TRUE,180.44,7.7,2.611,69.4
6,Sumet Jiaravanon,88,Male,Thailand,Thailand,Bangkok,Diversified,FALSE,113.27,0.7,0.543649976,76.9
6,Joe Lewis,86,Male,United Kingdom,Bahamas,Albany,Finance & Investments,TRUE,NA,NA,NA,NA
6,Frank Lowy,92,Male,Australia,Israel,Tel Aviv,Finance & Investments,TRUE,108.15,0.8,0.395098666,82.8
6,Michael Milken,76,Male,United States,United States,Los Angeles,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
