year,net_worth,full_name,age,gender,country_of_citizenship,country_of_residence,city_of_residence,self_made,wealth_status,industries,region_gdp,industry_gdp
2020,15.5,Donald Bren,87,Male,United States,United States,Newport Beach,TRUE,Decreased,Real Estate,21.1,2.8979
2020,15.4,Stephen Schwarzman,73,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,14.9,Rupert Murdoch & family,89,Male,United States,United States,New York,FALSE,Decreased,Media & Entertainment,21.1,0.1704
2020,14.6,Leonard Lauder,83,Male,United States,United States,New York,FALSE,Remained Even,Fashion & Retail,21.1,1.3356
2020,14.3,Thomas Peterffy,75,Male,United States,United States,Palm Beach,TRUE,Decreased,Finance & Investments,21.1,1.7086
2020,13.9,Steve Cohen,63,Male,United States,United States,Greenwich,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,13.8,Carl Icahn,84,Male,United States,United States,New York,TRUE,Decreased,Finance & Investments,21.1,1.7086
2020,13.2,Eric Schmidt,64,Male,United States,United States,Atherton,TRUE,Increased,Technology,21.1,1.1777
2020,12.1,Ken Griffin,51,Male,United States,United States,Chicago,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,12,David Tepper,62,Male,United States,United States,Miami Beach,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,11.5,"John Menard, Jr.",80,Male,United States,United States,Eau Claire,TRUE,Increased,Fashion & Retail,21.1,1.3356
2020,11,Philip Anschutz,80,Male,United States,United States,Denver,FALSE,Increased,Finance & Investments,21.1,1.7086
2020,11,Pierre Omidyar,52,Male,United States,United States,Honolulu,TRUE,Decreased,Technology,21.1,1.1777
2020,10.8,Abigail Johnson,58,Female,United States,United States,Milton,FALSE,Decreased,Finance & Investments,21.1,1.7086
2020,10.8,Donald Newhouse,90,Male,United States,United States,New York,FALSE,Decreased,Media & Entertainment,21.1,0.1704
2020,10.2,Hank & Doug Meijer,NA,Male,United States,United States,Grand Rapids,FALSE,Increased,Fashion & Retail,21.1,1.3356
2020,10,Stanley Kroenke,72,Male,United States,United States,Electra,TRUE,Increased,Sports,21.1,NA
2020,9.8,Gordon Moore,91,Male,United States,United States,Woodside,TRUE,Increased,Technology,21.1,1.1777
2020,9.7,Jan Koum,44,Male,United States,United States,Atherton,TRUE,Increased,Technology,21.1,1.1777
2020,9.3,Dustin Moskovitz,35,Male,United States,United States,San Francisco,TRUE,Decreased,Technology,21.1,1.1777
2020,9,Stewart and Lynda Resnick,NA,NA,United States,United States,Beverly Hills,TRUE,Increased,Food & Beverage,21.1,0.5237999999999999
2020,8.9,Christy Walton,71,Female,United States,United States,Jackson,FALSE,Increased,Fashion & Retail,21.1,1.3356
2020,8.3,George Soros,89,Male,United States,United States,Katonah,TRUE,Remained Even,Finance & Investments,21.1,1.7086
2020,8,Carl Cook,57,Male,United States,United States,Bloomington,FALSE,Decreased,Health care,21.1,1.6194000000000002
2020,8,Jerry Jones,77,Male,United States,United States,Dallas,TRUE,Increased,Sports,21.1,NA
2020,7.9,Andrew Beal,67,Male,United States,United States,Dallas,TRUE,Decreased,Finance & Investments,21.1,1.7086
2020,7.9,Ann Walton Kroenke,71,Female,United States,United States,Electra,FALSE,Increased,Fashion & Retail,21.1,1.3356
2020,7.8,Shahid Khan,69,Male,United States,United States,Naples,TRUE,Increased,Automotive,21.1,NA
2020,7.6,David Geffen,77,Male,United States,United States,Beverly Hills,TRUE,Decreased,Media & Entertainment,21.1,0.1704
2020,7.6,Jim Kennedy,72,Male,United States,United States,Atlanta,FALSE,Decreased,Media & Entertainment,21.1,0.1704
2020,7.6,Stephen Ross,79,Male,United States,United States,New York,TRUE,Remained Even,Real Estate,21.1,2.8979
2020,7.5,David Duffield,79,Male,United States,United States,Incline Village,TRUE,Decreased,Technology,21.1,1.1777
2020,7.5,"Thomas Frist, Jr. & family",81,Male,United States,United States,Nashville,TRUE,Decreased,Health care,21.1,1.6194000000000002
2020,7.3,John Doerr,68,Male,United States,United States,Woodside,TRUE,Increased,Technology,21.1,1.1777
2020,7.3,David Shaw,69,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,7.1,Nancy Walton Laurie,68,Female,United States,United States,Henderson,FALSE,Increased,Fashion & Retail,21.1,1.3356
2020,7,Robert Pera,42,Male,United States,United States,San Jose,TRUE,Increased,Technology,21.1,1.1777
2020,6.9,Diane Hendricks,73,Female,United States,United States,Afton,TRUE,Increased,Construction & Engineering,21.1,0.9518
2020,6.9,Robert Kraft,78,Male,United States,United States,Brookline,TRUE,Increased,Sports,21.1,NA
2020,6.9,Ronald Perelman,77,Male,United States,United States,New York,TRUE,Decreased,Finance & Investments,21.1,1.7086
2020,6.8,Eli Broad,86,Male,United States,United States,Los Angeles,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,6.8,J. Christopher Reyes,66,Male,United States,United States,Hobe Sound,TRUE,Increased,Food & Beverage,21.1,0.5237999999999999
2020,6.8,Jude Reyes,64,Male,United States,United States,Palm Beach,TRUE,Increased,Food & Beverage,21.1,0.5237999999999999
2020,6.7,Charles Schwab,82,Male,United States,United States,Woodside,TRUE,Decreased,Finance & Investments,21.1,1.7086
2020,6.6,Leon Black,68,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,6.6,Israel Englander,71,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,6.5,Daniel Gilbert,58,Male,United States,United States,Franklin,TRUE,Decreased,Finance & Investments,21.1,1.7086
2020,6.5,Judy Love & family,82,NA,United States,United States,Oklahoma City,TRUE,Decreased,Fashion & Retail,21.1,1.3356
2020,6.4,Patrick Soon-Shiong,67,Male,United States,United States,Los Angeles,TRUE,Decreased,Health care,21.1,1.6194000000000002
2020,6.3,David Green & family,78,Male,United States,United States,Oklahoma City,TRUE,Decreased,Fashion & Retail,21.1,1.3356
2020,6.2,Marijke Mars,55,Female,United States,United States,Los Angeles,FALSE,Increased,Food & Beverage,21.1,0.5237999999999999
2020,6.2,Pamela Mars,59,Female,United States,United States,Alexandria,FALSE,Increased,Food & Beverage,21.1,0.5237999999999999
2020,6.2,Valerie Mars,61,Female,United States,United States,New York,FALSE,Increased,Food & Beverage,21.1,0.5237999999999999
2020,6.2,Victoria Mars,63,Female,United States,United States,Philadelphia,FALSE,Increased,Food & Beverage,21.1,0.5237999999999999
2020,6.1,James Goodnight,77,Male,United States,United States,Cary,TRUE,Decreased,Technology,21.1,1.1777
2020,6.1,John Overdeck,50,Male,United States,United States,Millburn,TRUE,Remained Even,Finance & Investments,21.1,1.7086
2020,6.1,David Siegel,58,Male,United States,United States,Scarsdale,TRUE,Remained Even,Finance & Investments,21.1,1.7086
2020,5.9,"Herbert Kohler, Jr. & family",81,Male,United States,United States,Kohler,FALSE,Decreased,Manufacturing,21.1,2.1481
2020,5.8,Marc Benioff,55,Male,United States,United States,San Francisco,TRUE,Decreased,Technology,21.1,1.1777
2020,5.8,John Malone,79,Male,United States,United States,Elizabeth,TRUE,Decreased,Media & Entertainment,21.1,0.1704
2020,5.8,Steven Rales,69,Male,United States,United States,Santa Barbara,TRUE,Decreased,Manufacturing,21.1,2.1481
2020,5.7,Tom Gores,55,Male,United States,United States,Beverly Hills,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,5.7,Ralph Lauren,80,Male,United States,United States,New York,TRUE,Decreased,Fashion & Retail,21.1,1.3356
2020,5.7,Andreas von Bechtolsheim & family,64,Male,Germany,United States,Palo Alto,TRUE,Decreased,Technology,21.1,1.1777
2020,5.6,George Kaiser,77,Male,United States,United States,Tulsa,FALSE,Decreased,Energy,21.1,NA
2020,5.5,David Cheriton,69,Male,Canada,United States,Palo Alto,TRUE,Decreased,Technology,21.1,1.1777
2020,5.5,Dennis Washington,85,Male,United States,United States,Missoula,TRUE,Decreased,Logistics,21.1,0.6374
2020,5.5,Hansjoerg Wyss,85,Male,Switzerland,United States,Wilson,TRUE,Decreased,Health care,21.1,1.6194000000000002
2020,5.5,Eric Yuan & family,50,Male,United States,United States,Santa Clara,TRUE,NA,Technology,21.1,1.1777
2020,5.4,Charles Ergen,67,Male,United States,United States,Denver,TRUE,Decreased,Media & Entertainment,21.1,0.1704
2020,5.4,"Edward Johnson, III.",89,Male,United States,United States,Boston,FALSE,Decreased,Finance & Investments,21.1,1.7086
2020,5.3,Bruce Kovner,75,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,5.3,George Roberts,76,Male,United States,United States,Atherton,TRUE,Decreased,Finance & Investments,21.1,1.7086
2020,5.3,Reinhold Schmieding,65,Male,United States,United States,Naples,TRUE,Decreased,Health care,21.1,1.6194000000000002
2020,5.2,Richard Kinder,75,Male,United States,United States,Houston,TRUE,Decreased,Energy,21.1,NA
2020,5.2,Henry Kravis,76,Male,United States,United States,New York,TRUE,Decreased,Finance & Investments,21.1,1.7086
2020,5.1,Micky Arison,70,Male,United States,United States,Bal Harbour,FALSE,Decreased,Service,21.1,NA
2020,5.1,James Chambers,62,Male,United States,United States,Palisades,FALSE,Decreased,Media & Entertainment,21.1,0.1704
2020,5.1,"Paul Tudor Jones, II.",65,Male,United States,United States,Palm Beach,TRUE,Remained Even,Finance & Investments,21.1,1.7086
2020,5.1,Katharine Rayner,75,Female,United States,United States,East Hampton,FALSE,Decreased,Media & Entertainment,21.1,0.1704
2020,5.1,Margaretta Taylor,77,Female,United States,United States,Southampton,FALSE,Decreased,Media & Entertainment,21.1,0.1704
2020,5,Terrence Pegula,69,Male,United States,United States,Boca Raton,TRUE,Increased,Energy,21.1,NA
2020,5,Robert F. Smith,57,Male,United States,United States,Austin,TRUE,Remained Even,Finance & Investments,21.1,1.7086
2020,5,Daniel Ziff,48,Male,United States,United States,New York,FALSE,Increased,Finance & Investments,21.1,1.7086
2020,5,Dirk Ziff,56,Male,United States,United States,North Palm Beach,FALSE,Increased,Finance & Investments,21.1,1.7086
2020,5,Robert Ziff,53,Male,United States,United States,New York,FALSE,Increased,Finance & Investments,21.1,1.7086
2020,4.9,Karen Pritzker,62,Female,United States,United States,Branford,FALSE,Increased,Service,21.1,NA
2020,4.8,Andreas Halvorsen,58,Male,Norway,United States,Darien,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,4.8,Pauline MacMillan Keinath,86,Female,United States,United States,St. Louis,FALSE,Decreased,Food & Beverage,21.1,0.5237999999999999
2020,4.8,Sam Zell,78,Male,United States,United States,Chicago,TRUE,Decreased,Real Estate,21.1,2.8979
2020,4.7,Jim Davis & family,76,Male,United States,United States,Newton,TRUE,Decreased,Manufacturing,21.1,2.1481
2020,4.7,Stanley Druckenmiller,66,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,4.7,Jensen Huang,57,Male,United States,United States,Los Altos,TRUE,Increased,Technology,21.1,1.1777
2020,4.6,Arthur Blank,77,Male,United States,United States,Atlanta,TRUE,Decreased,Sports,21.1,NA
2020,4.6,Charles Dolan & family,93,Male,United States,United States,Oyster Bay,TRUE,Decreased,Media & Entertainment,21.1,0.1704
2020,4.6,George Lucas,75,Male,United States,United States,San Anselmo,TRUE,Decreased,Media & Entertainment,21.1,0.1704
2020,4.6,Bernard Marcus,90,Male,United States,United States,Atlanta,TRUE,Decreased,Fashion & Retail,21.1,1.3356
2020,4.6,Jeff Skoll,55,Male,United States,United States,Palo Alto,TRUE,Decreased,Technology,21.1,1.1777
2020,4.5,Robert Bass,72,Male,United States,United States,Fort Worth,FALSE,Decreased,Energy,21.1,NA
2020,4.5,"Chase Coleman, III.",44,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,4.5,Rocco Commisso,70,Male,United States,United States,Saddle River,TRUE,Remained Even,Telecom,21.1,NA
2020,4.5,Tamara Gustavson,58,Female,United States,United States,Lexington,FALSE,Decreased,Service,21.1,NA
2020,4.5,Leonard Stern,82,Male,United States,United States,New York,FALSE,Decreased,Real Estate,21.1,2.8979
2020,4.5,Tim Sweeney,49,Male,United States,United States,Cary,TRUE,Increased,Media & Entertainment,21.1,0.1704
2020,4.4,Ray Lee Hunt,77,Male,United States,United States,Dallas,FALSE,Decreased,Energy,21.1,NA
2020,4.4,Martha Ingram & family,84,Female,United States,United States,Nashville,FALSE,Decreased,Media & Entertainment,21.1,0.1704
2020,4.4,"Robert Rich, Jr.",79,Male,United States,United States,Islamorada,FALSE,Decreased,Food & Beverage,21.1,0.5237999999999999
2020,4.4,"Julian Robertson, Jr.",87,Male,United States,United States,Locust Valley,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,4.4,"Walter Scott, Jr. & family",88,Male,United States,United States,Omaha,TRUE,Decreased,Energy,21.1,NA
2020,4.3,Jeronimo Arango & family,93,Male,Mexico,United States,Los Angeles,TRUE,Remained Even,Fashion & Retail,21.1,1.3356
2020,4.3,Alexandre Behring,53,Male,Brazil,United States,Greenwich,TRUE,NA,Finance & Investments,21.1,1.7086
2020,4.3,Mark Cuban,61,Male,United States,United States,Dallas,TRUE,Increased,Media & Entertainment,21.1,0.1704
2020,4.3,Tilman Fertitta,62,Male,United States,United States,Houston,TRUE,Decreased,Food & Beverage,21.1,0.5237999999999999
2020,4.3,John A. Sobrato & family,80,Male,United States,United States,Atherton,TRUE,Decreased,Real Estate,21.1,2.8979
2020,4.3,Ronda Stryker,65,Female,United States,United States,Portage,FALSE,Decreased,Health care,21.1,1.6194000000000002
2020,4.2,Stephen Bisciotti,59,Male,United States,United States,Millersville,TRUE,Remained Even,Sports,21.1,NA
2020,4.2,Charles B. Johnson,87,Male,United States,United States,Palm Beach,FALSE,Decreased,Finance & Investments,21.1,1.7086
2020,4.2,John Paulson,64,Male,United States,United States,New York,TRUE,Decreased,Finance & Investments,21.1,1.7086
2020,4.2,Sheldon Solow,91,Male,United States,United States,New York,TRUE,Decreased,Real Estate,21.1,2.8979
2020,4.2,David Sun,68,Male,United States,United States,Irvine,TRUE,Decreased,Technology,21.1,1.1777
2020,4.2,John Tu,78,Male,United States,United States,Rolling Hills,TRUE,Decreased,Technology,21.1,1.1777
2020,4.1,Nathan Blecharczyk,36,Male,United States,United States,San Francisco,TRUE,Increased,Technology,21.1,1.1777
2020,4.1,Neal Blue & family,85,Male,United States,United States,San Diego,TRUE,NA,Manufacturing,21.1,2.1481
2020,4.1,Brian Chesky,38,Male,United States,United States,San Francisco,TRUE,Increased,Technology,21.1,1.1777
2020,4.1,Joe Gebbia,38,Male,United States,United States,San Francisco,TRUE,Increased,Technology,21.1,1.1777
2020,4,Margot Birmingham Perot,86,Female,United States,United States,Dallas,FALSE,NA,Technology,21.1,1.1777
2020,4,Jack Dangermond,74,Male,United States,United States,Redlands,TRUE,Remained Even,Technology,21.1,1.1777
2020,4,Joshua Harris,55,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,4,Ronald Lauder,76,Male,United States,United States,New York,FALSE,Increased,Fashion & Retail,21.1,1.3356
2020,4,Janice McNair,83,Female,United States,United States,Houston,FALSE,Increased,Sports,21.1,NA
2020,4,Sami Mnaymneh,58,Male,United States,United States,Miami Beachi,TRUE,NA,Finance & Investments,21.1,1.7086
2020,4,Jerry Speyer,79,Male,United States,United States,New York,TRUE,Remained Even,Real Estate,21.1,2.8979
2020,4,Tony Tamer,62,Male,United States,United States,New York,TRUE,NA,Finance & Investments,21.1,1.7086
2020,4,Russ Weiner,49,Male,United States,United States,Delray Beach,TRUE,Decreased,Food & Beverage,21.1,0.5237999999999999
2020,4,Les Wexner & family,82,Male,United States,United States,New Albany,TRUE,Decreased,Fashion & Retail,21.1,1.3356
2020,3.9,Ken Fisher,69,Male,United States,United States,Camas,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,3.9,Igor Olenicoff,77,Male,United States,United States,Lighthouse Point,TRUE,Decreased,Real Estate,21.1,2.8979
2020,3.9,Isaac Perlmutter,77,Male,United States,United States,Palm Beach,TRUE,Decreased,Media & Entertainment,21.1,0.1704
2020,3.9,Steven Udvar-Hazy,74,Male,United States,United States,Beverly Hills,TRUE,Remained Even,Service,21.1,NA
2020,3.8,Marian Ilitch,87,Female,United States,United States,Bingham Farms,TRUE,Decreased,Food & Beverage,21.1,0.5237999999999999
2020,3.8,Mary Alice Dorrance Malone,70,Female,United States,United States,Coatesville,FALSE,Increased,Food & Beverage,21.1,0.5237999999999999
2020,3.8,Yuri Milner,58,Male,Israel,United States,Los Altos,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,3.8,Harry Stine,78,Male,United States,United States,Adel,TRUE,Decreased,Food & Beverage,21.1,0.5237999999999999
2020,3.8,Jeff Sutton,60,Male,United States,United States,New York,TRUE,Decreased,Real Estate,21.1,2.8979
2020,3.7,Neil Bluhm,82,Male,United States,United States,Chicago,TRUE,Decreased,Real Estate,21.1,2.8979
2020,3.7,David Bonderman,77,Male,United States,United States,Fort Worth,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,3.7,Jeff Greene,65,Male,United States,United States,Palm Beach,TRUE,Increased,Real Estate,21.1,2.8979
2020,3.7,Reed Hastings,59,Male,United States,United States,Santa Cruz,TRUE,Decreased,Media & Entertainment,21.1,0.1704
2020,3.7,Ted Lerner & family,94,Male,United States,United States,Chevy Chase,TRUE,Decreased,Real Estate,21.1,2.8979
2020,3.7,Michael Milken,73,Male,United States,United States,Los Angeles,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,3.7,Mitchell Rales,63,Male,United States,United States,Potomac,TRUE,Increased,Manufacturing,21.1,2.1481
2020,3.7,Trevor Rees-Jones,68,Male,United States,United States,Dallas,TRUE,Decreased,Energy,21.1,NA
2020,3.6,Dannine Avara,56,Female,United States,United States,Houston,FALSE,Decreased,Energy,21.1,NA
2020,3.6,Dagmar Dolby & family,78,Female,United States,United States,San Francisco,FALSE,Decreased,Technology,21.1,1.1777
2020,3.6,Scott Duncan,37,Male,United States,United States,Houston,FALSE,Decreased,Energy,21.1,NA
2020,3.6,Milane Frantz,50,Female,United States,United States,Houston,FALSE,Decreased,Energy,21.1,NA
2020,3.6,Rodger Riney & family,74,Male,United States,United States,St. Louis,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,3.6,Gary Rollins,75,Male,United States,United States,Atlanta,FALSE,Decreased,Service,21.1,NA
2020,3.6,Thomas Siebel,67,Male,United States,United States,Woodside,TRUE,Increased,Technology,21.1,1.1777
2020,3.6,Lynsi Snyder,37,Female,United States,United States,Glendora,FALSE,Increased,Food & Beverage,21.1,0.5237999999999999
2020,3.6,Steven Spielberg,73,Male,United States,United States,Pacific Palisades,TRUE,Decreased,Media & Entertainment,21.1,0.1704
2020,3.6,Donald Sterling,85,Male,United States,United States,Beverly Hills,TRUE,Remained Even,Real Estate,21.1,2.8979
2020,3.6,Randa Duncan Williams,58,Female,United States,United States,Houston,FALSE,Decreased,Energy,21.1,NA
2020,3.5,Ben Ashkenazy,50,Male,United States,United States,New York,TRUE,Decreased,Real Estate,21.1,2.8979
2020,3.5,"Amos Hostetter, Jr.",83,Male,United States,United States,Boston,TRUE,Increased,Media & Entertainment,21.1,0.1704
2020,3.5,Min Kao & family,71,Male,United States,United States,Leawood,TRUE,Remained Even,Technology,21.1,1.1777
2020,3.5,Douglas Leone,62,Male,United States,United States,Atherton,TRUE,Decreased,Finance & Investments,21.1,1.7086
2020,3.5,Gabe Newell,57,Male,United States,United States,Seattle,TRUE,Decreased,Gambling & Casinos,21.1,NA
2020,3.5,Anthony Pritzker,59,Male,United States,United States,Los Angeles,FALSE,Increased,Service,21.1,NA
2020,3.5,Randall Rollins,88,Male,United States,United States,Atlanta,FALSE,Decreased,Service,21.1,NA
2020,3.5,Henry Samueli,65,Male,United States,United States,Newport Beach,TRUE,Decreased,Technology,21.1,1.1777
2020,3.5,Charles Simonyi,71,Male,United States,United States,Medina,TRUE,Increased,Technology,21.1,1.1777
2020,3.5,Paul Singer,75,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,3.5,David Steward,68,Male,United States,United States,St. Louis,TRUE,Increased,Technology,21.1,1.1777
2020,3.5,Frank VanderSloot,71,Male,United States,United States,Idaho Falls,TRUE,Decreased,Fashion & Retail,21.1,1.3356
2020,3.4,Rick Caruso,61,Male,United States,United States,Los Angeles,TRUE,Decreased,Real Estate,21.1,2.8979
2020,3.4,Bubba Cathy,65,Male,United States,United States,Atlanta,FALSE,Decreased,Food & Beverage,21.1,0.5237999999999999
2020,3.4,Dan Cathy,67,Male,United States,United States,Atlanta,FALSE,Decreased,Food & Beverage,21.1,0.5237999999999999
2020,3.4,Michael Moritz,65,Male,United States,United States,San Francisco,TRUE,Increased,Technology,21.1,1.1777
2020,3.4,J.B. Pritzker,55,Male,United States,United States,Springfield,FALSE,Increased,Finance & Investments,21.1,1.7086
2020,3.4,Richard Schulze,79,Male,United States,United States,Bonita Springs,TRUE,Decreased,Fashion & Retail,21.1,1.3356
2020,3.4,Lynn Schusterman,81,Female,United States,United States,Tulsa,FALSE,Increased,Energy,21.1,NA
2020,3.4,Romesh T. Wadhwani,72,Male,United States,United States,Palo Alto,TRUE,Increased,Technology,21.1,1.1777
2020,3.3,John Arnold,46,Male,United States,United States,Houston,TRUE,Remained Even,Finance & Investments,21.1,1.7086
2020,3.3,John Catsimatidis,71,Male,United States,United States,New York,TRUE,Increased,Energy,21.1,NA
2020,3.3,Dan Friedkin,55,Male,United States,United States,Houston,FALSE,Decreased,Automotive,21.1,NA
2020,3.3,H. Fisk Johnson,61,Male,United States,United States,Racine,FALSE,Decreased,Manufacturing,21.1,2.1481
2020,3.3,S. Curtis Johnson,64,Male,United States,United States,Racine,FALSE,Decreased,Manufacturing,21.1,2.1481
2020,3.3,Helen Johnson-Leipold,63,Female,United States,United States,Racine,FALSE,Decreased,Manufacturing,21.1,2.1481
2020,3.3,Jane Lauder,47,Female,United States,United States,New York,FALSE,Increased,Fashion & Retail,21.1,1.3356
2020,3.3,Winifred J. Marquart,61,Female,United States,United States,Virginia Beach,FALSE,Decreased,Manufacturing,21.1,2.1481
2020,3.3,John Middleton,65,Male,United States,United States,Bryn Mawr,FALSE,Increased,Food & Beverage,21.1,0.5237999999999999
2020,3.3,Arturo Moreno,73,Male,United States,United States,Phoenix,TRUE,Increased,Sports,21.1,NA
2020,3.3,Meg Whitman,63,Female,United States,United States,Los Angeles,TRUE,Decreased,Technology,21.1,1.1777
2020,3.2,Gayle Benson,73,Female,United States,United States,New Orleans,FALSE,Increased,Sports,21.1,NA
2020,3.2,Bert Beveridge,58,Male,United States,United States,Austin,TRUE,Decreased,Food & Beverage,21.1,0.5237999999999999
2020,3.2,Charles Cohen,68,Male,United States,United States,New York,FALSE,Decreased,Real Estate,21.1,2.8979
2020,3.2,John Collison,29,Male,Ireland,United States,San Francisco,TRUE,Increased,Technology,21.1,1.1777
2020,3.2,Patrick Collison,31,Male,Ireland,United States,San Francisco,TRUE,Increased,Technology,21.1,1.1777
2020,3.2,Leon G. Cooperman,76,Male,United States,United States,Boca Raton,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,3.2,Tom Golisano,78,Male,United States,United States,Naples,TRUE,Decreased,Service,21.1,NA
2020,3.2,Jonathan Gray,50,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,3.2,"Jeremy Jacobs, Sr. & family",80,Male,United States,United States,East Aurora,FALSE,Decreased,Service,21.1,NA
2020,3.2,"Rupert Johnson, Jr.",79,Male,United States,United States,Burlingame,FALSE,Decreased,Finance & Investments,21.1,1.7086
2020,3.2,Ken Langone,84,Male,United States,United States,Sands Point,TRUE,Decreased,Finance & Investments,21.1,1.7086
2020,3.2,James Leprino,82,Male,United States,United States,Indian Hills,FALSE,Decreased,Food & Beverage,21.1,0.5237999999999999
2020,3.2,John Morris,72,Male,United States,United States,Springfield,TRUE,Decreased,Fashion & Retail,21.1,1.3356
2020,3.2,Marc Rowan,57,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,3.2,Denise York & family,69,Female,United States,United States,Youngstown,FALSE,Increased,Sports,21.1,NA
2020,3.1,John Paul DeJoria,75,Male,United States,United States,Austin,TRUE,Increased,Fashion & Retail,21.1,1.3356
2020,3.1,Allan Goldman,77,Male,United States,United States,New York,FALSE,Decreased,Real Estate,21.1,2.8979
2020,3.1,Jane Goldman,64,Female,United States,United States,New York,FALSE,Decreased,Real Estate,21.1,2.8979
2020,3.1,Amy Goldman Fowler,65,Female,United States,United States,Rhinebeck,FALSE,Decreased,Real Estate,21.1,2.8979
2020,3.1,Thomas Hagen,84,Male,United States,United States,Erie,FALSE,Increased,Finance & Investments,21.1,1.7086
2020,3.1,Don Hankey,76,Male,United States,United States,Malibu,TRUE,Remained Even,Finance & Investments,21.1,1.7086
2020,3.1,Diane Kemper,74,Female,United States,United States,New York,FALSE,Decreased,Real Estate,21.1,2.8979
2020,3.1,Daniel Och,59,Male,United States,United States,Scarsdale,TRUE,Decreased,Finance & Investments,21.1,1.7086
2020,3.1,Thomas Pritzker,69,Male,United States,United States,Chicago,FALSE,Decreased,Finance & Investments,21.1,1.7086
2020,3.1,"Edward Roski, Jr.",81,Male,United States,United States,Los Angeles,FALSE,Decreased,Real Estate,21.1,2.8979
2020,3.1,John Sall,72,Male,United States,United States,Cary,TRUE,Decreased,Technology,21.1,1.1777
2020,3.1,Steve Wynn,78,Male,United States,United States,Las Vegas,TRUE,Increased,Gambling & Casinos,21.1,NA
2020,3,Orlando Bravo,49,Male,United States,United States,San Francisco,TRUE,NA,Finance & Investments,21.1,1.7086
2020,3,John Brown,85,Male,United States,United States,Atlanta,TRUE,Decreased,Health care,21.1,1.6194000000000002
2020,3,Barry Diller,78,Male,United States,United States,New York,TRUE,Decreased,Media & Entertainment,21.1,0.1704
2020,3,Bennett Dorrance,74,Male,United States,United States,Paradise Valley,FALSE,Increased,Food & Beverage,21.1,0.5237999999999999
2020,3,Christian Haub,55,Male,Germany,United States,Greenwich,FALSE,Increased,Fashion & Retail,21.1,1.3356
2020,3,James Irsay,60,Male,United States,United States,Carmel,FALSE,Increased,Sports,21.1,NA
2020,3,Thai Lee,61,Female,United States,United States,Austin,TRUE,Increased,Technology,21.1,1.1777
2020,3,Joseph Liemandt,51,Male,United States,United States,Austin,TRUE,Remained Even,Technology,21.1,1.1777
2020,3,Gwendolyn Sontheim Meyer,58,Female,United States,United States,Rancho Santa Fe,FALSE,Decreased,Food & Beverage,21.1,0.5237999999999999
2020,3,Ira Rennert,85,Male,United States,United States,New York,TRUE,Decreased,Finance & Investments,21.1,1.7086
2020,3,Howard Schultz,66,Male,United States,United States,Seattle,TRUE,Decreased,Food & Beverage,21.1,0.5237999999999999
2020,3,Thomas Secunda,65,Male,United States,United States,Croton-on-Hudson,TRUE,Increased,Media & Entertainment,21.1,0.1704
2020,3,Eric Smidt,60,Male,United States,United States,Beverly Hills,TRUE,Increased,Fashion & Retail,21.1,1.3356
2020,3,Barry Sternlicht,59,Male,United States,United States,Miami,TRUE,NA,Finance & Investments,21.1,1.7086
2020,3,"William Wrigley, Jr.",56,Male,United States,United States,North Palm Beach,FALSE,Increased,Food & Beverage,21.1,0.5237999999999999
2020,2.9,Scott Cook,67,Male,United States,United States,Woodside,TRUE,Decreased,Technology,21.1,1.1777
2020,2.9,Daniel D'Aniello,73,Male,United States,United States,Vienna,TRUE,Increased,Finance & Investments,21.1,1.7086
2020,2.9,Steven Klinsky,63,Male,United States,United States,New York,TRUE,NA,Finance & Investments,21.1,1.7086
2020,2.9,Michael Rubin,47,Male,United States,United States,Bryn Mawr,TRUE,Decreased,Fashion & Retail,21.1,1.3356
2020,2.9,Patrick Ryan,82,Male,United States,United States,Winnetka,TRUE,Decreased,Finance & Investments,21.1,1.7086
